Logfile 

21/09/2021 2:53:10 PM
 
*********************************************************

Number of Object, GeneName, Normlalized, timestamp 
0, slc9a8, True, 14:09:13
0, slc9a8, True, 14:09:13
0, gm34294, True, 14:09:14
0, plpp7, True, 14:09:14
0, slc9a8, True, 14:09:14
0, plpp7, True, 14:09:14
0, smpd1, True, 14:09:14
0, plpp7, True, 14:09:14
0, slc9a8, True, 14:09:14
0, plpp7, True, 14:09:14
0, smpd1, True, 14:09:14
0, syde2, True, 14:09:14
0, smpd1, True, 14:09:14
0, syde2, True, 14:09:14
0, smpd1, True, 14:09:14
0, syde2, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, syde2, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, 1110004f10rik, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, 1110004f10rik, True, 14:09:14
0, foxg1, True, 14:09:14
0, foxg1, True, 14:09:14
0, 1110004f10rik, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, 1110004f10rik, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, 1110004f10rik, True, 14:09:14
0, 1110004f10rik, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, syde2, True, 14:09:14
0, syde2, True, 14:09:14
0, pdzrn3, True, 14:09:14
0, syde2, True, 14:09:14
0, syde2, True, 14:09:14
0, smpd1, True, 14:09:14
0, plpp7, True, 14:09:14
0, plpp7, True, 14:09:15
0, smpd1, True, 14:09:15
0, plpp7, True, 14:09:15
0, slc9a8, True, 14:09:15
0, plpp7, True, 14:09:15
0, gm34294, True, 14:09:15
0, slc9a8, True, 14:09:15
0, gm34294, True, 14:09:15
0, slc9a8, True, 14:09:15
0, gm34294, True, 14:09:15
0, lrrc36, True, 14:09:15
0, lrrc36, True, 14:09:15
0, gm34294, True, 14:09:15
0, gm34294, True, 14:09:15
0, gm34294, True, 14:09:15
0, lrrc36, True, 14:09:15
0, lrrc36, True, 14:09:15
0, gm34294, True, 14:09:15
0, lrrc36, True, 14:09:15
0, gns, True, 14:09:15
0, gm34294, True, 14:09:15
0, lrrc36, True, 14:09:15
0, gm34294, True, 14:09:15
0, gm34294, True, 14:09:15
0, lrrc36, True, 14:09:15
0, lrrc36, True, 14:09:15
0, gm34294, True, 14:09:15
0, slc9a8, True, 14:09:15
0, slc9a8, True, 14:09:15
0, gm34294, True, 14:09:15
0, plpp7, True, 14:09:15
0, gm34294, True, 14:09:15
0, plpp7, True, 14:09:15
0, slc9a8, True, 14:09:15
0, smpd1, True, 14:09:15
0, plpp7, True, 14:09:15
0, syde2, True, 14:09:15
0, smpd1, True, 14:09:15
0, syde2, True, 14:09:15
0, smpd1, True, 14:09:15
0, pdzrn3, True, 14:09:15
0, syde2, True, 14:09:15
0, pdzrn3, True, 14:09:15
0, 1110004f10rik, True, 14:09:15
0, 1110004f10rik, True, 14:09:15
0, pdzrn3, True, 14:09:15
0, 1110004f10rik, True, 14:09:16
0, pdzrn3, True, 14:09:16
0, pdzrn3, True, 14:09:16
0, syde2, True, 14:09:16
0, tada3, True, 14:09:18
0, tada3, True, 14:09:19
0, synrg, True, 14:09:19
0, tada3, True, 14:09:19
0, synrg, True, 14:09:19
0, galt, True, 14:09:19
0, galt, True, 14:09:19
0, synrg, True, 14:09:19
0, fbxw11, True, 14:09:19
0, synrg, True, 14:09:19
0, galt, True, 14:09:19
0, fbxw11, True, 14:09:19
0, galt, True, 14:09:19
0, fbxw11, True, 14:09:19
0, 2210418o10rik, True, 14:09:19
0, fbxw11, True, 14:09:19
0, 2210418o10rik, True, 14:09:19
0, 2210418o10rik, True, 14:09:19
0, tbp, True, 14:09:19
0, tbp, True, 14:09:19
0, cyp21a1, True, 14:09:19
